,symboling,normalized-losses,make,num-of-doors,body-style,drive-wheels,engine-location,wheel-base,length,width,height,curb-weight,engine-type,num-of-cylinders,engine-size,fuel-system,bore,stroke,compression-ratio,horsepower,peak- rpm,city-mpg,highway-mpg,price,horsepower-binned,fuel-type-diesel,fuel-type-gas,aspiration-type-std,turbo
134,2,83.0,subaru,two,hatchback,4wd,front,93.3,0.241791045,0.299145299,0.658333333,2240,ohcf,four,108,2bbl,3.62,2.64,8.7,73.0,4400.0,26,31,7603,Low,0,1,1,0
135,0,102.0,subaru,four,sedan,fwd,front,97.2,0.46119403,0.435897436,0.391666667,2145,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4800.0,32,37,7126,Low,0,1,1,0
136,0,102.0,subaru,four,sedan,fwd,front,97.2,0.46119403,0.435897436,0.391666667,2190,ohcf,four,108,2bbl,3.62,2.64,9.5,82.0,4400.0,28,33,7775,Low,0,1,1,0
137,0,102.0,subaru,four,sedan,fwd,front,97.2,0.46119403,0.435897436,0.391666667,2340,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,26,32,9960,Low,0,1,1,0
138,0,102.0,subaru,four,sedan,4wd,front,97.0,0.46119403,0.435897436,0.541666667,2385,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,24,25,9233,Low,0,1,1,0
139,0,102.0,subaru,four,sedan,4wd,front,97.0,0.46119403,0.435897436,0.541666667,2510,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,24,29,11259,Low,0,1,0,1
140,0,89.0,subaru,four,wagon,fwd,front,97.0,0.48358209,0.435897436,0.433333333,2290,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,28,32,7463,Low,0,1,1,0
141,0,89.0,subaru,four,wagon,fwd,front,97.0,0.48358209,0.435897436,0.433333333,2455,ohcf,four,108,mpfi,3.62,2.64,9.0,94.0,5200.0,25,31,10198,Low,0,1,1,0
142,0,85.0,subaru,four,wagon,4wd,front,96.9,0.485074627,0.435897436,0.591666667,2420,ohcf,four,108,2bbl,3.62,2.64,9.0,82.0,4800.0,23,29,8013,Low,0,1,1,0
143,0,85.0,subaru,four,wagon,4wd,front,96.9,0.485074627,0.435897436,0.591666667,2650,ohcf,four,108,mpfi,3.62,2.64,7.7,111.0,4800.0,23,23,11694,Low,0,1,0,1
144,1,87.0,toyota,two,hatchback,fwd,front,95.7,0.262686567,0.282051282,0.558333333,1985,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,35,39,5348,Low,0,1,1,0
145,1,87.0,toyota,two,hatchback,fwd,front,95.7,0.262686567,0.282051282,0.558333333,2040,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6338,Low,0,1,1,0
146,1,74.0,toyota,four,hatchback,fwd,front,95.7,0.262686567,0.282051282,0.558333333,2015,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,38,6488,Low,0,1,1,0
147,0,77.0,toyota,four,wagon,fwd,front,95.7,0.426865672,0.282051282,0.941666667,2280,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,31,37,6918,Low,0,1,1,0
148,0,81.0,toyota,four,wagon,4wd,front,95.7,0.426865672,0.282051282,0.941666667,2290,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,7898,Low,0,1,1,0
149,0,91.0,toyota,four,wagon,4wd,front,95.7,0.426865672,0.282051282,0.941666667,3110,ohc,four,92,2bbl,3.05,3.03,9.0,62.0,4800.0,27,32,8778,Low,0,1,1,0
150,0,91.0,toyota,four,sedan,fwd,front,95.7,0.376119403,0.35042735,0.433333333,2081,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,6938,Low,0,1,1,0
151,0,91.0,toyota,four,hatchback,fwd,front,95.7,0.376119403,0.35042735,0.416666667,2109,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,30,37,7198,Low,0,1,1,0
152,0,91.0,toyota,four,sedan,fwd,front,95.7,0.376119403,0.35042735,0.433333333,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,34,36,7898,Low,1,0,1,0
153,0,91.0,toyota,four,hatchback,fwd,front,95.7,0.376119403,0.35042735,0.416666667,2275,ohc,four,110,idi,3.27,3.35,22.5,56.0,4500.0,38,47,7788,Low,1,0,1,0
154,0,91.0,toyota,four,sedan,fwd,front,95.7,0.376119403,0.35042735,0.433333333,2094,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,38,47,7738,Low,0,1,1,0
155,0,91.0,toyota,four,hatchback,fwd,front,95.7,0.376119403,0.35042735,0.416666667,2122,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,8358,Low,0,1,1,0
156,0,91.0,toyota,four,sedan,fwd,front,95.7,0.376119403,0.35042735,0.416666667,2140,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,28,34,9258,Low,0,1,1,0
157,1,168.0,toyota,two,sedan,rwd,front,94.5,0.411940299,0.316239316,0.4,2169,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8058,Low,0,1,1,0
158,1,168.0,toyota,two,hatchback,rwd,front,94.5,0.411940299,0.316239316,0.4,2204,ohc,four,98,2bbl,3.19,3.03,9.0,70.0,4800.0,29,34,8238,Low,0,1,1,0
159,1,168.0,toyota,two,sedan,rwd,front,94.5,0.411940299,0.316239316,0.4,2265,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9298,Low,0,1,1,0
160,1,168.0,toyota,two,hatchback,rwd,front,94.5,0.411940299,0.316239316,0.4,2300,dohc,four,98,mpfi,3.24,3.08,9.4,112.0,6600.0,26,29,9538,Low,0,1,1,0
161,2,134.0,toyota,two,hardtop,rwd,front,98.4,0.523880597,0.452991453,0.35,2540,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,8449,Low,0,1,1,0
162,2,134.0,toyota,two,hardtop,rwd,front,98.4,0.523880597,0.452991453,0.35,2536,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9639,Low,0,1,1,0
163,2,134.0,toyota,two,hatchback,rwd,front,98.4,0.523880597,0.452991453,0.35,2551,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,9989,Low,0,1,1,0
164,2,134.0,toyota,two,hardtop,rwd,front,98.4,0.523880597,0.452991453,0.35,2679,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11199,Low,0,1,1,0
165,2,134.0,toyota,two,hatchback,rwd,front,98.4,0.523880597,0.452991453,0.35,2714,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,11549,Low,0,1,1,0
166,2,134.0,toyota,two,convertible,rwd,front,98.4,0.523880597,0.452991453,0.433333333,2975,ohc,four,146,mpfi,3.62,3.5,9.3,116.0,4800.0,24,30,17669,Low,0,1,1,0
167,-1,65.0,toyota,four,sedan,fwd,front,102.4,0.514925373,0.52991453,0.591666667,2326,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,29,34,8948,Low,0,1,1,0
168,-1,65.0,toyota,four,sedan,fwd,front,102.4,0.514925373,0.52991453,0.591666667,2480,ohc,four,110,idi,3.27,3.35,22.5,73.0,4500.0,30,33,10698,Low,1,0,0,1
169,-1,65.0,toyota,four,hatchback,fwd,front,102.4,0.514925373,0.52991453,0.508333333,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,9988,Low,0,1,1,0
170,-1,65.0,toyota,four,sedan,fwd,front,102.4,0.514925373,0.52991453,0.591666667,2414,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,10898,Low,0,1,1,0
171,-1,65.0,toyota,four,hatchback,fwd,front,102.4,0.514925373,0.52991453,0.508333333,2458,ohc,four,122,mpfi,3.31,3.54,8.7,92.0,4200.0,27,32,11248,Low,0,1,1,0
172,3,197.0,toyota,two,hatchback,rwd,front,102.9,0.632835821,0.632478632,0.35,2976,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,20,24,16558,Medium,0,1,1,0
173,3,197.0,toyota,two,hatchback,rwd,front,102.9,0.632835821,0.632478632,0.35,3016,dohc,six,171,mpfi,3.27,3.35,9.3,161.0,5200.0,19,24,15998,Medium,0,1,1,0
174,-1,90.0,toyota,four,sedan,rwd,front,104.5,0.697014925,0.52991453,0.525,3131,dohc,six,171,mpfi,3.27,3.35,9.2,156.0,5200.0,20,24,15690,Medium,0,1,1,0
175,-1,121.7423313,toyota,four,wagon,rwd,front,104.5,0.697014925,0.52991453,0.525,3151,dohc,six,161,mpfi,3.27,3.35,9.2,156.0,5200.0,19,24,15750,Medium,0,1,1,0
176,2,122.0,volkswagen,two,sedan,fwd,front,97.3,0.456716418,0.444444444,0.658333333,2261,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7775,Low,1,0,1,0
177,2,122.0,volkswagen,two,sedan,fwd,front,97.3,0.456716418,0.444444444,0.658333333,2209,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,7975,Low,0,1,1,0
178,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.456716418,0.444444444,0.658333333,2264,ohc,four,97,idi,3.01,3.4,23.0,52.0,4800.0,37,46,7995,Low,1,0,1,0
179,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.456716418,0.444444444,0.658333333,2212,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8195,Low,0,1,1,0
180,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.456716418,0.444444444,0.658333333,2275,ohc,four,109,mpfi,3.19,3.4,9.0,85.0,5250.0,27,34,8495,Low,0,1,1,0
181,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.456716418,0.444444444,0.658333333,2319,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,37,42,9495,Low,1,0,0,1
182,2,94.0,volkswagen,four,sedan,fwd,front,97.3,0.456716418,0.444444444,0.658333333,2300,ohc,four,109,mpfi,3.19,3.4,10.0,100.0,5500.0,26,32,9995,Low,0,1,1,0
183,3,121.7423313,volkswagen,two,convertible,fwd,front,94.5,0.271641791,0.333333333,0.65,2254,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,11595,Low,0,1,1,0
184,3,256.0,volkswagen,two,hatchback,fwd,front,94.5,0.367164179,0.316239316,0.3,2221,ohc,four,109,mpfi,3.19,3.4,8.5,90.0,5500.0,24,29,9980,Low,0,1,1,0
185,0,121.7423313,volkswagen,four,sedan,fwd,front,100.4,0.58358209,0.564102564,0.608333333,2661,ohc,five,136,mpfi,3.19,3.4,8.5,110.0,5500.0,19,24,13295,Low,0,1,1,0
186,0,121.7423313,volkswagen,four,sedan,fwd,front,100.4,0.58358209,0.564102564,0.608333333,2579,ohc,four,97,idi,3.01,3.4,23.0,68.0,4500.0,33,38,13845,Low,1,0,0,1
187,0,121.7423313,volkswagen,four,wagon,fwd,front,100.4,0.626865672,0.564102564,0.608333333,2563,ohc,four,109,mpfi,3.19,3.4,9.0,88.0,5500.0,25,31,12290,Low,0,1,1,0
188,-2,103.0,volvo,four,sedan,rwd,front,104.3,0.711940299,0.58974359,0.7,2912,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,12940,Low,0,1,1,0
189,-1,74.0,volvo,four,wagon,rwd,front,104.3,0.711940299,0.58974359,0.808333333,3034,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,13415,Low,0,1,1,0
190,-2,103.0,volvo,four,sedan,rwd,front,104.3,0.711940299,0.58974359,0.7,2935,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,15985,Low,0,1,1,0
191,-1,74.0,volvo,four,wagon,rwd,front,104.3,0.711940299,0.58974359,0.808333333,3042,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,24,28,16515,Low,0,1,1,0
192,-2,103.0,volvo,four,sedan,rwd,front,104.3,0.711940299,0.58974359,0.7,3045,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18420,Medium,0,1,0,1
193,-1,74.0,volvo,four,wagon,rwd,front,104.3,0.711940299,0.58974359,0.808333333,3157,ohc,four,130,mpfi,3.62,3.15,7.5,162.0,5100.0,17,22,18950,Medium,0,1,0,1
194,-1,95.0,volvo,four,sedan,rwd,front,109.1,0.711940299,0.735042735,0.641666667,2952,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,23,28,16845,Low,0,1,1,0
195,-1,95.0,volvo,four,sedan,rwd,front,109.1,0.711940299,0.726495726,0.641666667,3049,ohc,four,141,mpfi,3.78,3.15,8.7,160.0,5300.0,19,25,19045,Medium,0,1,0,1
196,-1,95.0,volvo,four,sedan,rwd,front,109.1,0.711940299,0.735042735,0.641666667,3012,ohcv,six,173,mpfi,3.58,2.87,8.8,134.0,5500.0,18,23,21485,Medium,0,1,1,0
197,-1,95.0,volvo,four,sedan,rwd,front,109.1,0.711940299,0.735042735,0.641666667,3217,ohc,six,145,idi,3.01,3.4,23.0,106.0,4800.0,26,27,22470,Low,1,0,0,1
198,-1,95.0,volvo,four,sedan,rwd,front,109.1,0.711940299,0.735042735,0.641666667,3062,ohc,four,141,mpfi,3.78,3.15,9.5,114.0,5400.0,19,25,22625,Low,0,1,0,1
